id;long_name;description;oktmo;okato;long_name_eng;type;region;latitude;longitude
46931;Косяково;Ивановская область;24621436201;24221836040;;д;;56.8825;43.01
46932;Круглово;Ивановская область;24621436206;24221836041;;д;;56.86611;43.04139
46933;Лодыгино;Ивановская область;24621436211;24221836014;;д;;56.898613;43.086113
46934;Лукинская;Ивановская область;24621436216;24221836015;;д;;56.897778;43.168056
46936;Маслово;Ивановская область;24621436226;24221836017;;д;;56.88861;43.086666
46937;Медвежье;Ивановская область;24621436231;24221836042;;д;;56.86722;42.99222
46938;Мехово;Ивановская область;24621436236;24221836018;;д;;56.90389;43.114723
46939;Мостовиха;Ивановская область;24621436241;24221836043;;д;;56.890835;43.03639
46940;Нагаево;Ивановская область;24621436246;24221836019;;д;;56.86611;43.220833
46941;Оржанники;Ивановская область;24621436251;24221836020;;д;;56.834167;43.095276
46942;Осташково;Ивановская область;24621436256;24221836044;;д;;56.88028;43.00028
46943;Павелково;Ивановская область;24621436261;24221836045;;д;;56.879723;43.016388
46944;Плешаково;Ивановская область;24621436266;24221836046;;д;;56.865276;42.96472
46945;Привалово;Ивановская область;24621436271;24221836047;;д;;56.868332;42.956112
46946;Салагузиха;Ивановская область;24621436276;24221836048;;д;;56.89111;43.054165
46947;Сапожки;Ивановская область;24621436281;24221836049;;д;;56.885277;43.049168
155001;Мясниково;;75609477111;75209877005;;п;;;
46948;Селькино;Ивановская область;24621436286;24221836050;;д;;56.8375;42.963055
46949;Серковская;Ивановская область;24621436291;24221836021;;д;;56.87472;43.114445
46950;Сорвачево;Ивановская область;24621436296;24221836022;;д;;56.898335;43.140278
46951;Стрелка Подлесная;Ивановская область;24621436301;24221836023;;д;;56.86139;43.118332
46952;Таковая;Ивановская область;24621436306;24221836025;;д;;56.845554;43.071667
46953;Татариха;Ивановская область;24621436311;24221836026;;д;;56.860832;43.1975
46954;Трошино;Ивановская область;24621436316;24221836027;;д;;56.86;43.205555
46955;Умеково;Ивановская область;24621436321;24221836051;;д;;56.903057;43.071667
46956;Ушибиха;Ивановская область;24621436326;24221836052;;д;;56.87472;42.929443
46957;Харькино;Ивановская область;24621436331;24221836029;;д;;56.87528;43.126667
46958;Чернополово;Ивановская область;24621436336;24221836053;;д;;56.859165;42.935
46959;Шихириха;Ивановская область;24621436341;24221836030;;д;;56.873333;43.098057
46960;Язвицы;Ивановская область;24621436346;24221836054;;д;;56.86778;43.015
46961;Ямново;Ивановская область;24621436351;24221836055;;д;;56.87611;43.039722
46968;Адюшкино;Ивановская область;24621444121;24221844035;;д;;57.10611;42.79778
46969;Анисимиха;Ивановская область;24621444126;24221844036;;д;;57.004723;43.079723
46970;Арефинская;Ивановская область;24621444131;24221844037;;д;;56.996666;43.030834
46971;Бакланиха;Ивановская область;24621444136;24221844038;;д;;57.010555;43.088333
46973;Беляево;Ивановская область;24621444146;24221844003;;д;;57.086388;43.032223
46974;Блинново;Ивановская область;24621444151;24221844004;;д;;57.08278;43.0025
46975;Бобры;Ивановская область;24621444156;24221844040;;д;;57.06333;42.752777
46976;Вандышиха;Ивановская область;24621444161;24221844041;;д;;56.998055;43.059723
46977;Васильково;Ивановская область;24621444166;24221844042;;д;;57.019444;43.0725
47104;Саниха;Ивановская область;24623406351;24223840028;;д;;57.173332;41.589443
47105;Свистково;Ивановская область;24623406356;24223840029;;д;;57.200554;41.644444
47106;Ситьково;Ивановская область;24623406361;24223806031;;д;;57.09;41.4175
47107;Тайманиха;Ивановская область;24623406366;24223806032;;д;;57.11972;41.543335
47108;Татьяниха;Ивановская область;24623406371;24223840030;;д;;57.20361;41.665833
47109;Тезинка;Ивановская область;24623406376;24223806011;;д;;57.148056;41.485
47110;Турдеево;Ивановская область;24623406381;24223840013;;д;;57.201668;41.511112
47111;Тушиха;Ивановская область;24623406386;24223806012;;д;;57.150833;41.508057
47112;Увариха;Ивановская область;24623406391;24223840031;;д;;57.16139;41.656387
47113;Ушаково;Ивановская область;24623406396;24223840032;;д;;57.155;41.623333
47114;Федорково;Ивановская область;24623406401;24223806033;;д;;57.09028;41.54861
47115;Хрипово;Ивановская область;24623406406;24223840033;;д;;57.127777;41.60278
47117;Ширяиха Большая;Ивановская область;24623406416;24223806035;;д;;57.124443;41.519165
47118;Ширяиха Малая;Ивановская область;24623406421;24223840034;;д;;57.135834;41.579723
47119;Шубино;Ивановская область;24623406426;24223806013;;д;;57.1675;41.455
47120;Юдинка;Ивановская область;24623406431;24223840035;;д;;57.161667;41.595554
47121;Юриха;Ивановская область;24623406436;24223806036;;д;;57.11;41.478333
47131;Алешково;Ивановская область;24623444136;24223844017;;д;;56.97861;41.759167
47132;Бердюково;Ивановская область;24623444141;24223844003;;д;;57.049168;41.550278
47133;Березники;Ивановская область;24623444146;24223844002;;д;;57.016388;41.71583
47134;Бобры;Ивановская область;24623444151;24223844016;;д;;57.00028;41.61778
47135;Борщево;Ивановская область;24623444156;24223828005;;д;;57.07861;41.759167
47136;Ведрово;Ивановская область;24623444161;24223828018;;д;;56.94639;41.909443
47137;Выползово;Ивановская область;24623444166;24223844019;;д;;56.990555;41.7425
47138;Вязово;Ивановская область;24623444171;24223828019;;д;;56.976944;41.91
47139;Голыгино;Ивановская область;24623444176;24223844020;;д;;56.99389;41.770557
47140;Дворянское;Ивановская область;24623444181;24223844021;;д;;56.997776;41.79639
47141;Дегтярново;Ивановская область;24623444186;24223828020;;д;;56.960835;41.940277
47142;Деменово;Ивановская область;24623444191;24223844004;;д;;57.040833;41.54972
47143;Дунильцево Большое;Ивановская область;24623444196;24223844005;;д;;57.011944;41.669445
47144;Жжониха;Ивановская область;24623444201;24223844006;;д;;57.03389;41.72972
47145;Козлоки;Ивановская область;24623444206;24223844008;;д;;57.067223;41.683887
47146;Коробейкино;Ивановская область;24623444211;24223844022;;д;;57.002224;41.773613
47147;Котиха;Ивановская область;24623444216;24223844023;;д;;57.00111;41.745277
47148;Красново;Ивановская область;24623444221;24223828021;;д;;57.003887;41.914165
47149;Кузьмино;Ивановская область;24623444226;24223844024;;д;;57.00028;41.81972
47150;Кутилово;Ивановская область;24623444231;24223844009;;д;;57.06778;41.698055
47151;Лежахово;Ивановская область;24623444236;24223828022;;д;;56.985;41.90917
47152;Ломы Большие;Ивановская область;24623444241;24223828023;;д;;56.99389;41.94889
47153;Ломы Малые;Ивановская область;24623444246;24223828024;;д;;56.99139;41.91528
47154;Малышево;Ивановская область;24623444251;24223828001;;д;;57.061943;41.773335
47155;Немково;Ивановская область;24623444256;24223844025;;д;;57.01139;41.764168
47156;Николаевка;Ивановская область;24623444261;24223828012;;д;;57.024723;41.788055
47157;Никониха;Ивановская область;24623444266;24223844026;;д;;56.995277;41.82028
47158;Парахино;Ивановская область;24623444271;24223844027;;д;;56.9675;41.773335
47159;Паршино;Ивановская область;24623444276;24223844028;;д;;57.015835;41.768612
47160;Петрово;Ивановская область;24623444281;24223844011;;д;;56.99;41.70028
47161;Плосково;Ивановская область;24623444286;24223844012;;д;;57.029167;41.72389
47162;Половчинново;Ивановская область;24623444291;24223828014;;д;;57.064724;41.766945
47163;Прислониха;Ивановская область;24623444296;24223828015;;д;;57.032776;41.820835
51908;Нагорное;Калининградская область;27739000351;;;п;;54.691113;21.8525
47164;Раставлево;Ивановская область;24623444301;24223828025;;д;;56.970276;41.893055
47165;Становое;Ивановская область;24623444306;24223844013;;д;;57.058056;41.695835
47166;Старое Село;Ивановская область;24623444311;24223828016;;д;;57.045555;41.77778
47167;Тюриха;Ивановская область;24623444316;24223844030;;д;;56.979168;41.779446
47704;Скоморохово;Ивановская область;24633412236;24233812020;;д;;56.989723;41.57639
47705;Станки;Ивановская область;24633412241;24233812021;;д;;56.99889;41.60278
47706;Уткино;Ивановская область;24633412246;24233812022;;д;;56.9075;41.689445
47707;Чижово;Ивановская область;24633412251;24233812032;;д;;56.88778;41.477222
47715;Алешево;Ивановская область;24633432126;24233854002;;д;;56.80639;41.421112
47716;Баламутово;Ивановская область;24633432131;24233854003;;д;;56.809723;41.44889
47717;Банево;Ивановская область;24633432136;24233854004;;д;;56.814167;41.464443
47718;Бильдюхино;Ивановская область;24633432141;24233854005;;д;;56.826946;41.36861
47719;Высоково;Ивановская область;24633432146;24233854006;;д;;56.858612;41.3225
47720;Змеево;Ивановская область;24633432151;24233854009;;д;;56.8075;41.39722
47721;Ивашково;Ивановская область;24633432156;24233854010;;д;;56.806946;41.502777
47722;Камешково;Ивановская область;24633432161;24233854011;;д;;56.8175;41.42389
47723;Клещевка;Ивановская область;24633432166;24233854012;;д;;56.78639;41.40278
47724;Клочково;Ивановская область;24633432171;24233854013;;д;;56.717224;41.521946
47725;Княжево;Ивановская область;24633432176;24233854014;;д;;56.82;41.43833
47726;Косячево;Ивановская область;24633432181;24233854015;;д;;56.800278;41.37
47727;Крапивново;Ивановская область;24633432186;24233854016;;д;;56.7075;41.593887
47729;Максимиха;Ивановская область;24633432196;24233854019;;д;;56.798054;41.511944
47730;Милюковка;Ивановская область;24633432201;24233854020;;д;;56.796665;41.48611
47731;Новая;Ивановская область;24633432206;24233854021;;д;;56.765835;41.414444
47732;Орлово;Ивановская область;24633432211;24233854022;;д;;56.7825;41.45361
47733;Паршигино;Ивановская область;24633432216;24233854023;;д;;56.79778;41.50028
47734;Перевесново;Ивановская область;24633432221;24233854024;;д;;56.7;41.585556
47735;Плехово;Ивановская область;24633432226;24233854025;;д;;56.80361;41.590557
47736;Польки;Ивановская область;24633432231;24233854026;;д;;56.741943;41.4675
47737;Семеново;Ивановская область;24633432236;24233854027;;д;;56.820557;41.601944
47738;Харитоново;Ивановская область;24633432241;24233854029;;д;;56.795;41.58861
47739;Чащево;Ивановская область;24633432246;24233854031;;д;;56.711945;41.580276
47740;Черняткино;Ивановская область;24633432251;24233854030;;д;;56.781387;41.618057
47741;Якушево;Ивановская область;24633432256;24233854032;;д;;56.702778;41.533054
47745;Брылиха;Ивановская область;24633440106;24233840009;;д;;56.811943;41.24111
47747;Горяново;Ивановская область;24633440116;24233840010;;д;;56.815;41.23
47748;Елизарово;Ивановская область;24633440121;24233840005;;д;;56.859165;41.30361
47749;Палкино;Ивановская область;24633440126;24233840011;;д;;56.809166;41.24278
47750;Петрилово;Ивановская область;24633440131;24233840007;;д;;56.861946;41.238056
47751;Русилово;Ивановская область;24633440136;24233840012;;д;;56.801945;41.22278
47752;Слободка;Ивановская область;24633440141;24233840013;;д;;56.835835;41.306946
47753;Трутнево;Ивановская область;24633440146;24233840014;;д;;56.829445;41.29
47754;Фатьяново;Ивановская область;24633440151;24233840008;;д;;56.85361;41.31278
47755;Юркино;Ивановская область;24633440156;24233840015;;д;;56.821667;41.293056
47758;Перемилово;Ивановская область;24633456101;24233856001;;д;;56.885277;41.40139
47759;Борячиха;Ивановская область;24633456106;24233856003;;д;;56.949444;41.43722
47760;Воронеж;Ивановская область;24633456111;24233856004;;д;;56.944168;41.450832
47762;Дворишки Большие;Ивановская область;24633456121;24233856006;;д;;56.974167;41.524166
47764;Качалово;Ивановская область;24633456131;24233856008;;д;;56.941944;41.44278
47765;Коровино;Ивановская область;24633456136;24233856009;;д;;56.913887;41.396667
47766;Никульниково;Ивановская область;24633456141;24233856010;;д;;56.927223;41.515556
47767;Одинцово;Ивановская область;24633456146;24233856011;;д;;56.884167;41.416668
47768;Озерково;Ивановская область;24633456151;24233856013;;д;;56.94361;41.421665
47769;Пантелеево;Ивановская область;24633456156;24233856014;;д;;56.935555;41.42611
47770;Прилив;Ивановская область;24633456161;24233856016;;д;;56.878613;41.40139
47771;Пырьевка;Ивановская область;24633456166;24233856017;;д;;56.974445;41.510277
47772;Сенниково;Ивановская область;24633456171;24233856019;;д;;56.921944;41.38389
47773;Стяжково;Ивановская область;24633456176;24233856020;;д;;56.878334;41.377224
47774;Торопиха;Ивановская область;24633456181;24233856021;;д;;56.929165;41.502777
51909;Низменное;Калининградская область;27739000356;;;п;;54.694168;21.868055
47777;Филино;Ивановская область;24633460101;24233860013;;д;;56.825;41.355556
47779;Абрамово;Ивановская область;24633460111;24233860016;;д;;56.794167;41.288887
47780;Анфимово;Ивановская область;24633460116;24233860003;;д;;56.8125;41.288612
47781;Гнездилово;Ивановская область;24633460121;24233860015;;д;;56.740276;41.20639
47782;Гумнищи;Ивановская область;24633460126;24233860017;;д;;56.795;41.25
47783;Марково;Ивановская область;24633460131;24233860008;;д;;56.793335;41.354443
47785;Семейкино;Ивановская область;24633460141;24233860001;;д;;56.808613;41.34
47786;Якиманна;Ивановская область;24633460146;24233860018;;д;;56.799168;41.268055
47794;Декрино;Ивановская область;24633472126;24233872003;;д;;56.912224;41.330555
47795;Захарово;Ивановская область;24633472131;24233872004;;д;;56.90389;41.334167
47796;Иваково;Ивановская область;24633472136;24233872005;;д;;56.923054;41.34639
47797;Кощеево;Ивановская область;24633472141;24233872015;;д;;56.93722;41.37611
47798;Лекунино;Ивановская область;24633472146;24233872016;;д;;56.897778;41.3
47799;Мизгино;Ивановская область;24633472151;24233872006;;д;;56.954445;41.32
47800;Овсянниково;Ивановская область;24633472156;24233872017;;д;;56.97889;41.386944
47801;Панютино;Ивановская область;24633472161;24233872018;;д;;56.950832;41.355
47802;Поповское;Ивановская область;24633472166;24233872008;;д;;56.89639;41.334446
47803;Семиново;Ивановская область;24633472171;24233872009;;д;;56.912224;41.343613
47804;Семухино;Ивановская область;24633472176;24233872010;;д;;56.945;41.309444
47805;Трясцыно;Ивановская область;24633472181;24233872011;;д;;56.889168;41.336388
47806;Федорково;Ивановская область;24633472186;24233872019;;д;;56.950832;41.377777
47817;Тарантаево;Ивановская область;24635101126;24235808008;;д;;56.57611;41.974724
47825;Гавришово;Ивановская область;24635406121;24235806002;;д;;56.5625;41.83861
47826;Ирыхово;Ивановская область;24635406126;24235812005;;д;;56.627224;41.835556
47828;Лучкино;Ивановская область;24635406136;24235806004;;д;;56.54111;41.641388
47829;Маньшино;Ивановская область;24635406141;24235806005;;д;;56.554443;41.676388
47830;Михали;Ивановская область;24635406146;24235812009;;д;;56.62472;41.80389
47831;Михеево;Ивановская область;24635406151;24235806006;;д;;56.55389;41.72167
47832;Русино;Ивановская область;24635406156;24235808006;;д;;56.585;41.91528
47833;Селищи;Ивановская область;24635406161;24235812012;;д;;56.603054;41.835556
47834;Снегирево;Ивановская область;24635406166;24235806010;;д;;56.545;41.795834
47835;Сергеево;Ивановская область;24635406171;24235806009;;д;;56.549168;41.886112
47836;Соино;Ивановская область;24635406176;24235808007;;д;;56.584167;41.92472
47837;Спасское;Ивановская область;24635406181;24235812013;;д;;56.61028;41.864445
47845;Быково;Ивановская область;24635407126;24235807002;;д;;56.661945;42.130833
47846;Горки;Ивановская область;24635407131;24235804002;;д;;56.71361;42.08
47847;Зеленино;Ивановская область;24635407136;24235807003;;д;;56.552776;42.27778
47848;Истоки;Ивановская область;24635407141;24235807005;;д;;56.683887;42.13778
47849;Кашино;Ивановская область;24635407146;24235804003;;д;;56.704166;42.070557
47850;Китайново;Ивановская область;24635407151;24235807006;;д;;56.605278;42.259445
47851;Клестово;Ивановская область;24635407156;24235807007;;д;;56.627777;42.1425
47853;Кочергино;Ивановская область;24635407166;24235807009;;д;;56.592224;42.265835
47854;Ламна;Ивановская область;24635407171;24235804004;;п;;56.644722;42.010555
47855;Легково;Ивановская область;24635407176;24235807011;;д;;56.686943;42.15361
47856;Лукино;Ивановская область;24635407181;24235807012;;с;;56.57611;42.27222
47857;Пашки;Ивановская область;24635407186;24235804006;;д;;56.68667;42.010834
47858;Петушки;Ивановская область;24635407191;24235804007;;д;;56.705;42.0325
47859;Тарасиха;Ивановская область;24635407196;24235804008;;д;;56.713333;42.115
47860;Черемисино;Ивановская область;24635407201;24235807019;;д;;56.625;42.203335
47861;Чеусово;Ивановская область;24635407206;24235807020;;д;;56.55;42.265556
47862;Шеверниха;Ивановская область;24635407211;24235807021;;д;;56.555557;42.286667
47867;Брюховая;Ивановская область;24635416106;24235816002;;д;;56.40139;42.055
47868;Глушицы;Ивановская область;24635416111;24235816003;;д;;56.474445;41.97139
47869;Добрицы;Ивановская область;24635416116;24235816004;;д;;56.3875;41.995834
47870;Косики;Ивановская область;24635416121;24235816005;;д;;56.391666;42.015
47871;Мальцево;Ивановская область;24635416126;24235816006;;д;;56.408054;41.99389
47872;Никулиха;Ивановская область;24635416131;24235816007;;д;;56.458332;41.96389
47873;Павлицы;Ивановская область;24635416136;24235816008;;д;;56.39611;42.02639
47874;Подьелово;Ивановская область;24635416141;24235816010;;д;;56.425556;41.991943
155040;Аркаим;;75612440111;75212840005;;п;;;
47875;Пустынь;Ивановская область;24635416146;24235816012;;д;;56.443054;41.99222
47876;Растовицы;Ивановская область;24635416151;24235816013;;д;;56.37611;42.059166
47881;Большое;Ивановская область;24635420106;24235820000;;рп;;56.493332;42.282776
47882;Взвоз;Ивановская область;24635420111;24235820000;;д;;56.545;42.31278
47883;56 Пикет;Ивановская область;24635420116;;;п;;56.571945;42.424446
47890;Гридино;Ивановская область;24635424121;24235812002;;д;;56.66639;41.819168
47891;Домнино;Ивановская область;24635424126;24235812003;;д;;56.661945;41.739166
47892;Емельяново;Ивановская область;24635424131;24235824003;;д;;56.641666;41.728054
47893;Илейкино;Ивановская область;24635424136;24235824004;;д;;56.7025;41.654167
47894;Кишариха;Ивановская область;24635424141;24235824005;;д;;56.65361;41.690556
47896;Максимово;Ивановская область;24635424151;24235824007;;д;;56.61722;41.726665
47897;Мешаловка;Ивановская область;24635424156;24235824013;;д;;56.68139;41.678055
47898;Нагорново;Ивановская область;24635424161;24235812010;;д;;56.628887;41.863335
47899;Погорелка;Ивановская область;24635424166;24235824008;;д;;56.66111;41.685555
47900;Суземье;Ивановская область;24635424171;24235824009;;д;;56.6375;41.7725
47901;Тараканово;Ивановская область;24635424176;24235824010;;д;;56.618332;41.69278
47902;Травино;Ивановская область;24635424181;24235812014;;д;;56.67611;41.780834
47903;Федьково;Ивановская область;24635424186;24235824011;;д;;56.605278;41.693333
47904;Колягино;Ивановская область;24635424191;24235812006;;д;;56.65972;41.763332
47917;Абрамово;Ивановская область;24637404111;24237804002;;д;;57.327778;42.83139
47918;Аксениха;Ивановская область;24637404116;24237804003;;д;;57.336113;42.848057
47919;Акулиха;Ивановская область;24637404118;24237816002;;д;;57.33389;42.948612
47920;Андрейково;Ивановская область;24637404121;24237804004;;д;;57.3325;42.86889
47921;Барабаниха;Ивановская область;24637404123;24237816023;;д;;57.305;43.052776
47922;Беляево;Ивановская область;24637404126;24237804005;;д;;57.27611;42.853333
47923;Бенькино;Ивановская область;24637404128;24237816003;;д;;57.331944;43.050835
47924;Бердиха;Ивановская область;24637404129;24237816024;;д;;57.305832;43.047222
47925;Богомолово;Ивановская область;24637404130;24237816004;;д;;57.34833;43.048332
47926;Ботынино;Ивановская область;24637404131;24237804006;;д;;57.3275;42.83861
47927;Васильевка;Ивановская область;24637404136;24237804007;;д;;57.335278;42.871944
47928;Дворищи;Ивановская область;24637404137;24237816025;;д;;57.307777;43.01472
47929;Демидовка;Ивановская область;24637404138;24237816005;;д;;57.353333;42.999443
47930;Ермоленка;Ивановская область;24637404139;24237816026;;д;;57.308056;42.983334
47931;Ермолово;Ивановская область;24637404140;24237816006;;д;;57.320557;42.928055
47932;Колобово;Ивановская область;24637404141;24237804013;;д;;57.295834;42.858334
47933;Ершиха;Ивановская область;24637404142;24237816007;;д;;57.34722;42.956944
47934;Заливенки;Ивановская область;24637404143;24237816008;;д;;57.3425;42.904167
47935;Куретнево;Ивановская область;24637404144;24237816027;;д;;57.31;42.99361
47936;Латышиха;Ивановская область;24637404145;24237816010;;д;;57.34111;43.06
47937;Мазнево;Ивановская область;24637404146;24237804014;;д;;57.32639;42.8525
47938;Лобаны;Ивановская область;24637404147;24237816011;;д;;57.344723;43.04778
47939;Мальгино;Ивановская область;24637404148;24237816012;;д;;57.345833;43.07139
47940;Меньшиково;Ивановская область;24637404151;24237804015;;д;;57.273888;42.843334
47941;Никитино;Ивановская область;24637404156;24237804016;;д;;57.32611;42.836666
47942;Никулино;Ивановская область;24637404158;24237816013;;д;;57.335278;42.92278
47943;Олонино;Ивановская область;24637404161;24237804017;;д;;57.27833;42.85611
47944;Пелевино;Ивановская область;24637404162;24237816001;;д;;57.31972;42.94528
47945;Пигарево;Ивановская область;24637404163;24237816028;;д;;57.305832;42.969166
47946;Потемкино;Ивановская область;24637404164;24237816014;;д;;57.340557;43.01889
47947;Ростоново;Ивановская область;24637404166;24237804018;;д;;57.321667;42.81278
47948;Сельцо-Тюримово;Ивановская область;24637404167;24237816016;;д;;57.355835;43.013332
47949;Скуратиха;Ивановская область;24637404168;24237816017;;д;;57.343334;43.100834
47950;Содомово;Ивановская область;24637404169;24237816029;;д;;57.3075;42.974724
47951;Спириха;Ивановская область;24637404170;24237816018;;д;;57.3425;43.112778
56274;Лесуново;Тверская область;28622438331;28222838047;;д;;57.0625;38.05389
48196;Кумейка;Иркутская область;25604416106;25204000027;;д;;55.534443;101.774445
48197;Леонова;Иркутская область;25604416111;25204000028;;д;;55.565556;101.50139
48201;Анчирикова;Иркутская область;25604422106;25204000003;;д;;56.4675;101.51583
48228;Булак;Иркутская область;25604440106;25204000009;;д;;55.10361;100.88528
48229;Новое Приречье;Иркутская область;25604440111;25204000033;;д;;55.079166;101.061386
48234;Бада;Иркутская область;25604443106;25204000004;;д;;55.398888;101.15222
48235;Воробьево;Иркутская область;25604443111;25204000011;;д;;54.577778;105.225555
48236;Худобок;Иркутская область;25604443116;25204000054;;д;;55.469723;100.8675
48248;Барчим;Иркутская область;25604450106;25204000006;;д;;55.369446;100.7975
95418;Борисово;Московская область;46759000131;46459000031;;д;;55.857224;38.6775
95419;Бразуново;Московская область;46759000136;46459000036;;д;;55.670277;38.649166
95420;Бывалино;Московская область;46759000141;46459000041;;д;;55.726665;38.765556
95421;Быково;Московская область;46759000146;46459000046;;д;;55.734165;38.646667
95422;Васютино;Московская область;46759000151;46459000051;;д;;55.924168;38.744167
95423;Власово;Московская область;46759000156;46459000056;;д;;55.70222;38.560833
95424;Гаврино;Московская область;46759000161;46459000061;;д;;55.80528;38.664722
95425;Гора;Московская область;46759000166;46459000066;;д;;55.74972;38.72389
95426;Грибанино;Московская область;46759000171;46459000071;;д;;55.84028;38.625557
95427;Грибаново;Московская область;46759000176;46459000076;;д;;55.739166;38.529167
95428;Дальняя;Московская область;46759000181;46459000081;;д;;55.95778;38.65917
95429;Данилово;Московская область;46759000186;46459000086;;д;;55.670834;38.769722
95430;Демидово;Московская область;46759000191;46459000091;;д;;55.780834;38.79639
95431;Дергаево;Московская область;46759000196;46459000096;;д;;55.650555;38.674168
95432;Дмитрово;Московская область;46759000201;46459000101;;д;;55.738335;38.603333
95433;Евсеево;Московская область;46759000206;46459000106;;д;;55.753613;38.70861
95434;Ефимово;Московская область;46759000211;46459000111;;д;;55.711666;38.75889
95435;Заозерье;Московская область;46759000216;46459000116;;д;;55.837776;38.648335
98111;Рельбицы;;49538000761;;;д;;;
95438;Ковригино;Московская область;46759000231;46459000131;;д;;55.788887;38.734722
95439;Козлово;Московская область;46759000236;46459000136;;д;;55.713055;38.790833
95440;Криулино;Московская область;46759000241;46459000141;;д;;55.75083;38.530277
95441;Крупино;Московская область;46759000246;46459000146;;д;;55.628613;38.735
95442;Кузнецы;Московская область;46759000251;46459000151;;д;;55.850555;38.659443
95443;Курово;Московская область;46759000256;46459000156;;д;;55.77111;38.735832
95444;Левкино;Московская область;46759000261;46459000161;;д;;55.644165;38.7375
95445;Логиново;Московская область;46759000266;46459000166;;д;;55.70861;38.72389
95446;Малыгино;Московская область;46759000271;46459000171;;д;;55.711945;38.605
95448;Митино;Московская область;46759000281;46459000181;;д;;55.662224;38.796665
95449;Михалево;Московская область;46759000286;46459000186;;д;;55.861946;38.69528
95450;Назарьево;Московская область;46759000291;46459000191;;д;;55.75083;38.779167
95451;Ново-Загарье;Московская область;46759000296;46459000196;;д;;55.64611;38.756943
95452;Носырево;Московская область;46759000301;46459000201;;д;;55.835;38.70361
95453;Перхурово;Московская область;46759000306;46459000206;;д;;55.628613;38.787224
95454;Пестово;Московская область;46759000311;46459000211;;д;;55.638332;38.78
95456;Саурово;Московская область;46759000321;46459000221;;д;;55.77667;38.751667
95457;Семеново;Московская область;46759000326;46459000226;;д;;55.698055;38.637222
95458;Сонино;Московская область;46759000331;46459000231;;д;;55.744446;38.58
95459;Стремянниково;Московская область;46759000336;46459000236;;д;;55.74361;38.759167
95460;Субботино;Московская область;46759000341;46459000241;;д;;55.786667;38.55111
48279;Алзобей;Иркутская область;25605402106;25205000004;;д;;53.114445;102.629166
48280;Готол;Иркутская область;25605402111;25205000022;;д;;53.189167;102.54278
48281;Кукунур;Иркутская область;25605402116;25205000042;;д;;53.18639;102.513054
48282;Куркат;Иркутская область;25605402121;25205000044;;д;;53.17361;102.42528
48283;Улзет;Иркутская область;25605402126;25205000063;;д;;53.11;102.50528
48287;Шапшалтуй;Иркутская область;25605404106;25205000071;;д;;53.2925;102.651665
48288;Угольная;Иркутская область;25605404111;25205000062;;д;;53.28528;102.70528
48292;Высотская;Иркутская область;25605407111;25205000020;;д;;53.275833;102.185555
48293;Мардай;Иркутская область;25605407116;25205000049;;д;;53.302776;102.18916
48294;Халты;Иркутская область;25605407121;25205000066;;д;;53.263332;102.256386
48295;Чухлинская;Иркутская область;25605407126;25205000069;;д;;53.268612;102.24861
48300;Апхайта;Иркутская область;25605410111;25205000007;;д;;53.413055;103.2125
48304;Жлобина;Иркутская область;25605413106;25205000025;;д;;53.502777;103.092224
48305;Саган-Жалгай;Иркутская область;25605413111;25205000058;;д;;53.521667;103.055
48306;Ундэр-Хуан;Иркутская область;25605413116;25205000064;;д;;53.466667;103.214165
48500;Мильзан;Иркутская область;25607434111;25207000021;;д;;53.058887;105.5825
48505;Улан;Иркутская область;25607435111;25207000038;;д;;53.236946;105.727776
48506;Шаманка;Иркутская область;25607435116;25207000046;;д;;53.12639;105.599724
155054;Наследницкий;;75612470101;75212870001;;п;;;
48513;Духовщина;Иркутская область;25607448106;25207000009;;д;;53.209167;105.97278
48514;Кайзаран;Иркутская область;25607448111;25207000013;;д;;53.301945;106.00083
48515;Старый Хогот;Иркутская область;25607448116;25207000033;;д;;53.291943;105.78528
48516;Хандагай;Иркутская область;25607448121;25207000040;;д;;53.16611;105.85528
48517;Хотогор;Иркутская область;25607448126;25207000045;;д;;53.330833;105.85333
48518;Шитхулун;Иркутская область;25607448131;25207000048;;д;;53.319443;105.941666
48534;Исаковка;Иркутская область;25608402106;25208000022;;д;;53.302776;101.87778
48541;Багантуй;Иркутская область;25608404106;25208000003;;д;;53.59111;102.645
48542;Красное Поле;Иркутская область;25608404111;25208000026;;д;;53.619167;102.57111
48543;Московская;Иркутская область;25608404116;25208000034;;д;;53.563057;102.47389
48544;Тунгуй;Иркутская область;25608404121;25208000055;;д;;53.56972;102.59
48549;Тыреть 2-я;Иркутская область;25608407106;25208000056;;д;;53.72333;102.32278
48550;Щеглаева;Иркутская область;25608407111;25208000069;;д;;53.728054;102.22972
48554;Горячий Ключ;Иркутская область;25608410106;25208000014;;д;;53.485554;102.6425
48555;Хотхор;Иркутская область;25608410111;25208000064;;д;;53.475834;102.63583
48559;Березкина;Иркутская область;25608416106;25208000006;;д;;53.529167;102.041115
97005;Нижнее Пикалово;Московская область;46784000556;46484000456;;д;;55.058334;37.554165
97006;Никоново;Московская область;46784000561;46484000461;;д;;55.267223;37.570557
97007;Новгородово;Московская область;46784000566;46484000466;;д;;55.169167;37.317223
97010;Оксино;Московская область;46784000581;46484000481;;д;;55.16;37.59889
97011;Панино;Московская область;46784000586;46484000486;;д;;55.241943;37.413055
97012;Перхурово;Московская область;46784000591;46484000491;;д;;55.086945;37.56389
