id,oktmo,indicator,okved,scenario,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022,Y2023,Y2024,Y2025,Y2026,Y2027,Y2028,Y2029,Y2030,Y2031,Y2032,Y2033,Y2034,Y2035,Y2036,Y2037,Y2038,Y2039,Y2040,Y2041,Y2042,Y2043,Y2044,Y2045,Y2046,Y2047,Y2048,Y2049,Y2050,Y2051,Y2052,Y2053,Y2054,Y2055,Y2056,Y2057,Y2058,Y2059,Y2060,Y2061,Y2062,Y2063,Y2064,Y2065,Y2066,Y2067,Y2068,Y2069,Y2070,Y2071,Y2072,Y2073,Y2074,Y2075,Y2076,Y2077,Y2078,Y2079,Y2080,Y2081,Y2082,Y2083,Y2084,Y2085,Y2086,Y2087,Y2088,Y2089,Y2090,Y2091,Y2092,Y2093,Y2094,Y2095,Y2096,Y2097,Y2098,Y2099,Y2100,Y2101,Y2102,Y2103,Y2104,Y2105,Y2106,Y2107,Y2108,Y2109,Y2110,Y2111,Y2112,Y2113,Y2114,Y2115,Y2116,Y2117,Y2118,Y2119,Y2120,Y2121
263367,05701000,C1043,27,dyn_use,,-3081.9963,-2817.7112,-2580.9448,-2373.3975,-2198.2336,-2065.8516,-1992.3883,-1993.2993,-2081.499,-2265.2827,-2544.9006,-2915.4001,-3365.5425,-3880.901,-4212.6875,-4536.1147,-4842.8267,-5127.022,-5382.3506,-5606.575,-5797.8613,-5958.2837,-6195.5396,-6640.422,-7060.3345,-7453.2544,-7817.378,-8152.746,-8459.789,-8739.324,-8993.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263368,05701000,C1043,28,dyn_high,,,,,,,,,,,,,,,-5382.8945,-5784.7754,-6191.3467,-6585.221,-6956.0195,-7293.172,-7591.9736,-7846.7974,-8149.5566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263369,05701000,C1043,28,dyn_low,,,,,,,,,,,,,,,-4032.9497,-4549.759,-5067.537,-5569.1206,-6044.6416,-6483.8564,-6884.0776,-7243.595,-7477.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263370,05701000,C1043,28,dyn_use,,-3700.1462,-3382.854,-3098.5999,-2849.425,-2639.129,-2480.1953,-2391.9976,-2393.0916,-2498.9812,-2719.626,-3055.3262,-3500.136,-4040.5627,-4659.2856,-5130.2373,-5601.3286,-6055.897,-6484.339,-6876.618,-7229.366,-7539.166,-7806.196,-8117.0347,-8699.894,-9250.039,-9764.819,-10241.873,-10681.253,-11083.523,-11449.754,-11782.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263371,05701000,C1043,29,dyn_high,,,,,,,,,,,,,,,-3978.0664,-4646.856,-5355.9014,-6072.301,-6773.105,-7433.5195,-8038.7876,-8574.285,-9136.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263372,05701000,C1043,29,dyn_low,,,,,,,,,,,,,,,-2980.4304,-3654.7786,-4383.736,-5135.344,-5885.6924,-6608.63,-7289.23,-7915.16,-8382.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263373,05701000,C1043,29,dyn_use,,-2734.482,-2499.9966,-2289.927,-2105.782,-1950.3689,-1832.9138,-1767.734,-1768.5424,-1846.797,-2009.858,-2257.947,-2586.6704,-2986.0566,-3443.305,-4121.0713,-4845.4985,-5584.2056,-6313.827,-7008.95,-7654.84,-8238.134,-8751.478,-9099.957,-9753.396,-10370.16,-10947.278,-11482.1,-11974.686,-12425.669,-12836.247,-13209.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263374,05701000,C1043,30,dyn_high,,,,,,,,,,,,,,,-2344.5454,-2584.7266,-2827.8237,-3065.648,-3291.7197,-3499.273,-3684.8755,-3845.192,-4024.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263375,05701000,C1043,30,dyn_low,,,,,,,,,,,,,,,-1756.5706,-2032.9021,-2314.5369,-2592.618,-2860.4385,-3110.9624,-3341.288,-3549.603,-3692.7874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263376,05701000,C1043,30,dyn_use,,-1611.6163,-1473.4182,-1349.61,-1241.0807,-1149.4852,-1080.2609,-1041.846,-1042.3224,-1088.4432,-1184.5461,-1330.762,-1524.501,-1759.8865,-2029.3741,-2292.2688,-2558.3398,-2819.2292,-3068.5112,-3299.41,-3508.879,-3694.4424,-3855.2168,-4008.7297,-4296.584,-4568.282,-4822.515,-5058.1157,-5275.111,-5473.7783,-5654.647,-5818.8853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263377,05701000,C1043,31,dyn_high,,,,,,,,,,,,,,,-1395.9749,-1587.5687,-1788.185,-1991.0734,-2189.5537,-2376.4414,-2547.3352,-2698.0396,-2858.8372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263378,05701000,C1043,31,dyn_low,,,,,,,,,,,,,,,-1045.8865,-1248.6318,-1463.6063,-1683.8506,-1902.6782,-2112.7302,-2309.815,-2490.6348,-2623.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263379,05701000,C1043,31,dyn_use,,-959.57874,-877.29364,-803.5765,-738.95667,-684.41943,-643.20233,-620.3295,-620.6132,-648.07416,-705.2952,-792.3541,-907.70905,-1047.8608,-1208.3175,-1407.9377,-1617.7759,-1831.0298,-2041.082,-2240.7095,-2425.6697,-2592.2637,-2738.3872,-2847.4285,-3051.8936,-3244.8826,-3425.466,-3592.8147,-3746.9478,-3888.0627,-4016.535,-4133.1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263380,05701000,C1043,32,dyn_high,,,,,,,,,,,,,,,-1360.586,-1510.6046,-1094.249,-574.0913,-1.882368,600.6993,1217.0083,1829.8981,2453.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263381,05701000,C1043,32,dyn_low,,,,,,,,,,,,,,,-1019.37256,-1188.0991,-895.62866,-485.50894,-1.63574,534.04034,1103.5312,1689.2295,2251.1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263382,05701000,C1043,32,dyn_use,,-935.2528,-855.0537,-783.2053,-720.2237,-667.069,-626.8967,-604.6038,-604.8803,-631.6451,-687.4155,-772.26746,-884.69806,-1021.2969,-1177.6859,-1339.682,-989.9701,-527.9455,-1.7547264,566.39,1158.8816,1758.1575,2350.1865,2443.7695,2619.2493,2784.8796,2939.863,3083.488,3215.7708,3336.8809,3447.1406,3547.2622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263383,05701000,C1043,33,dyn_high,,,,,,,,,,,,,,,-1980.6445,-2002.8395,-2065.1238,-2158.6968,-2274.629,-2403.6455,-2538.43,-2671.1272,-2828.4282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263384,05701000,C1043,33,dyn_low,,,,,,,,,,,,,,,-1483.9303,-1575.2446,-1690.277,-1825.6095,-1976.6069,-2136.9155,-2301.74,-2465.7913,-2595.1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263385,05701000,C1043,33,dyn_use,,-1361.4747,-1244.7266,-1140.1346,-1048.4504,-971.07166,-912.5918,-880.13934,-880.5418,-919.5041,-1000.69073,-1124.2122,-1287.8806,-1486.7314,-1714.3915,-1776.2213,-1868.323,-1985.1793,-2120.3884,-2266.3599,-2417.1897,-2566.4065,-2709.2595,-2817.1409,-3019.431,-3210.3672,-3389.0298,-3554.5986,-3707.092,-3846.706,-3973.8118,-4089.2305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263386,05701000,C1043,35.2,dyn_high,,,,,,,,,,,,,,,-912.0706,-1021.36224,-1139.201,-1260.5709,-1381.3292,-1497.1688,-1605.3989,-1703.2021,-1809.6914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263387,05701000,C1043,35.2,dyn_low,,,,,,,,,,,,,,,-683.3377,-803.3072,-932.4212,-1066.0647,-1200.3474,-1331.0297,-1455.7073,-1572.273,-1660.4104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263388,05701000,C1043,35.2,dyn_use,,-626.94794,-573.1864,-525.0227,-482.8029,-447.17056,-420.24103,-405.29697,-405.4823,-423.4241,-460.8099,-517.6905,-593.0585,-684.6277,-789.46326,-905.7967,-1030.6383,-1159.2456,-1287.6626,-1411.6572,-1528.7219,-1636.4286,-1733.4447,-1802.4696,-1931.8993,-2054.0647,-2168.377,-2274.3115,-2371.8801,-2461.2083,-2542.5334,-2616.3809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263389,05701000,C1043,35.3,dyn_high,,,,,,,,,,,,,,,7548.721,7783.375,7966.677,8098.298,8179.7754,8213.433,8203.391,8153.709,8162.7153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263390,05701000,C1043,35.3,dyn_low,,,,,,,,,,,,,,,5655.6216,6121.6685,6520.6216,6848.7295,7108.061,7301.9966,7438.485,7526.914,7489.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263391,05701000,C1043,35.3,dyn_use,,5188.9136,4743.9575,4345.3325,3995.9016,3700.992,3478.1106,3354.4265,3355.9604,3504.4553,3813.8774,4284.648,4908.4287,5666.298,6533.966,6902.698,7207.474,7447.352,7625.113,7744.3174,7811.581,7834.0454,7818.8003,8130.1406,8713.94,9264.975,9780.587,10258.41,10698.499,11101.419,11468.24,11801.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263392,05701000,C1043,35,dyn_high,,,,,,,,,,,,,,,44690.875,46183.473,47549.836,48765.727,49814.125,50674.754,51341.74,51808.152,52679.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263393,05701000,C1043,35,dyn_low,,,,,,,,,,,,,,,33483.11,36323.562,38918.926,41241.17,43287.477,45051.43,46554.5,47825.535,48333.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263394,05701000,C1043,35,dyn_use,,30720.047,28085.764,25725.775,23657.031,21911.07,20591.541,19859.291,19868.373,20747.51,22579.389,25366.502,29059.486,33546.316,38683.195,40957.887,43018.47,44845.91,46436.277,47780.438,48889.56,49777.027,50459.76,52469.043,56236.684,59792.855,63120.434,66204.14,69044.32,71644.62,74011.95,76161.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263395,05701000,C1043,36,dyn_high,,,,,,,,,,,,,,,-708.9021,-776.07965,-844.32874,-911.48865,-975.70337,-1034.9907,-1088.3452,-1134.5868,-1186.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263396,05701000,C1043,36,dyn_low,,,,,,,,,,,,,,,-531.12067,-610.39105,-691.07214,-770.8459,-847.8667,-920.1389,-986.865,-1047.3684,-1088.8875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263397,05701000,C1043,36,dyn_use,,-487.292,-445.5061,-408.07114,-375.25598,-347.56097,-326.63013,-315.01492,-315.159,-329.10416,-358.16208,-402.37222,-460.9516,-532.1233,-613.6062,-688.26746,-763.8665,-838.22266,-909.5419,-975.87665,-1036.3638,-1090.1057,-1136.7828,-1182.049,-1266.9282,-1347.0436,-1422.0089,-1491.4801,-1555.4651,-1614.046,-1667.3785,-1715.8073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263398,05701000,C1043,37,dyn_high,,,,,,,,,,,,,,,-496.71356,-543.7836,-591.60443,-638.6621,-683.65607,-725.1976,-762.58203,-794.98267,-831.5569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263399,05701000,C1043,37,dyn_low,,,,,,,,,,,,,,,-372.14566,-427.6889,-484.22055,-540.11646,-594.08344,-644.72314,-691.47687,-733.8704,-762.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263400,05701000,C1043,37,dyn_use,,-341.4358,-312.15726,-285.9273,-262.93442,-243.52905,-228.86324,-220.72469,-220.82562,-230.59674,-250.95703,-281.9342,-322.9796,-372.84818,-429.94162,-482.25534,-535.22614,-587.32605,-637.29803,-683.77747,-726.1596,-763.8156,-796.52136,-828.23846,-887.7117,-943.84686,-996.3736,-1045.0508,-1089.8838,-1130.9303,-1168.2993,-1202.2323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263401,05701000,C1043,38.1,dyn_high,,,,,,,,,,,,,,,654.0264,776.86035,907.0573,1039.7772,1171.4375,1297.9088,1416.6625,1525.259,1640.9879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263402,05701000,C1043,38.1,dyn_low,,,,,,,,,,,,,,,490.00693,611.00507,742.4146,879.33954,1017.9557,1153.8812,1284.5691,1408.0088,1505.6233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263403,05701000,C1043,38.1,dyn_use,,449.571,411.01974,376.4826,346.20767,320.6565,301.3459,290.62982,290.76273,303.62842,330.43695,371.22482,425.26962,490.93195,566.1073,688.9598,820.6172,956.19934,1092.0034,1223.7781,1349,1465.4618,1571.849,1634.4393,1751.8032,1862.5801,1966.2358,2062.295,2150.768,2231.769,2305.5127,2372.4758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263404,05701000,C1043,38.2,dyn_high,,,,,,,,,,,,,,,-37.170177,-38.880913,-40.15311,-40.948948,-41.27555,-41.1617,15.976778,84.37826,153.09897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263405,05701000,C1043,38.2,dyn_low,,,,,,,,,,,,,,,-27.848486,-30.580057,-32.8648,-34.63052,-35.867626,-36.594032,14.4870615,77.8919,140.46988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263406,05701000,C1043,38.2,dyn_use,,-25.550398,-23.35942,-21.396576,-19.675964,-18.22382,-17.126345,-16.517319,-16.524872,-17.256065,-18.779673,-21.097761,-24.169281,-27.901056,-32.173485,-34.481598,-36.326626,-37.657448,-38.476696,-38.810726,15.2136965,81.07024,146.64853,152.488,163.4377,173.77281,183.44357,192.40558,200.65985,208.21696,215.09703,221.34448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263407,05701000,C1043,38.3,dyn_high,,,,,,,,,,,,,,,1519.3138,1823.5043,2107.5615,2367.618,2601.4937,2806.3623,2982.2224,3129.1204,3285.9949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263408,05701000,C1043,38.3,dyn_low,,,,,,,,,,,,,,,1138.294,1434.1964,1725.0118,2002.2942,2260.6458,2494.9434,2704.152,2888.5774,3014.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263409,05701000,C1043,38.3,dyn_use,,1044.3607,954.8054,874.5751,804.2459,744.89014,700.0314,675.1377,675.4465,705.3337,767.61035,862.3612,987.90814,1140.4427,1315.0763,1617.1775,1906.7168,2177.3074,2425.0886,2646.0754,2839.7856,3006.444,3147.5479,3272.8816,3507.897,3729.722,3937.2876,4129.641,4306.8037,4469.004,4616.6724,4750.7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263410,05701000,C1043,39,dyn_high,,,,,,,,,,,,,,,696.2542,532.6503,390.509,270.56946,172.11867,94.39793,35.605087,-4.420267,-4.653008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263411,05701000,C1043,39,dyn_low,,,,,,,,,,,,,,,521.6447,418.9325,319.62656,228.82056,149.56767,83.92269,32.285175,-4.0804706,-4.2691827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263412,05701000,C1043,39,dyn_use,,478.598,437.55762,400.79056,368.56088,341.35995,320.80258,309.3946,309.53607,323.23248,351.77194,395.1933,452.72754,522.6294,602.65857,472.38177,353.29456,248.82094,160.44746,89.00634,33.90452,-4.246972,-4.4569654,-4.6344395,-4.967224,-5.2813306,-5.575246,-5.8476205,-6.0984855,-6.3281627,-6.537263,-6.727136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263413,05701000,C1043,41.1,dyn_high,,,,,,,,,,,,,,,-18.55664,-19.751953,-20.90221,-22.014172,-23.037756,-23.940113,-24.724712,-25.375578,-26.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263414,05701000,C1043,41.1,dyn_low,,,,,,,,,,,,,,,-13.902928,-15.535024,-17.108187,-18.617382,-20.019348,-21.283504,-22.419315,-23.424896,-24.028677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263415,05701000,C1043,41.1,dyn_use,,-12.755643,-11.661831,-10.681911,-9.822923,-9.097961,-8.550064,-8.2460165,-8.249787,-8.614825,-9.375463,-10.532733,-12.066141,-13.929173,-16.062119,-17.517052,-18.910286,-20.24466,-21.475588,-22.57276,-23.543814,-24.380735,-25.085594,-26.08449,-27.957535,-29.725452,-31.379726,-32.91276,-34.32473,-35.617447,-36.794346,-37.86303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263416,05701000,C1043,41.2,dyn_high,,,,,,,,,,,,,,,3400.482,3533.9475,3631.3264,3689.8281,3715.0986,3711.4072,3681.3083,3629.2678,3600.7595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263417,05701000,C1043,41.2,dyn_low,,,,,,,,,,,,,,,2547.6948,2779.4697,2972.1936,3120.4873,3228.3464,3299.5564,3338.0535,3350.2773,3303.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263418,05701000,C1043,41.2,dyn_use,,2337.4563,2137.0166,1957.4474,1800.0388,1667.1904,1566.7888,1511.0726,1511.7637,1578.6564,1718.0421,1930.1106,2211.106,2552.5042,2943.3638,3134.087,3285.271,3393.2375,3463.1814,3499.428,3505.482,3486.9836,3449.0508,3586.3901,3843.9177,4086.9912,4314.4395,4525.2183,4719.3516,4897.089,5058.902,5205.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263419,05701000,C1043,42,dyn_high,,,,,,,,,,,,,,,692.5568,584.70953,470.5924,352.6721,234.5824,119.94045,10.300266,-92.30908,-188.79231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263420,05701000,C1043,42,dyn_low,,,,,,,,,,,,,,,518.8745,459.87735,385.17377,298.25476,203.8474,106.63079,9.339843,-85.21306,-173.21889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263421,05701000,C1043,42,dyn_use,,476.05643,435.234,398.66217,366.60367,339.5472,319.09897,307.7516,307.8923,321.51596,349.90387,393.09467,450.32336,519.854,599.4582,518.55054,425.74622,324.3241,218.67558,113.08999,9.808306,-88.69013,-180.83804,-188.03891,-201.54141,-214.28604,-226.21144,-237.26285,-247.4415,-256.76047,-265.24454,-272.94852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263422,05701000,C1043,43,dyn_high,,,,,,,,,,,,,,,1135.1794,967.85876,784.2458,588.31525,387.5076,188.91833,-4.297166,-187.7991,-362.8742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263423,05701000,C1043,43,dyn_low,,,,,,,,,,,,,,,850.4944,761.22644,641.89496,497.53812,336.73633,167.95427,-3.8964868,-173.36253,-332.94083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263424,05701000,C1043,43,dyn_use,,780.3106,713.398,653.45264,600.9051,556.55646,523.03955,504.43985,504.67053,527.0012,573.5322,644.32684,738.1312,852.09985,982.58014,858.34705,709.5093,541.0261,361.23108,178.12816,-4.091925,-180.4365,-347.58545,-361.42612,-387.379,-411.87524,-434.7968,-456.0385,-475.60272,-493.51456,-509.82166,-524.62933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263425,05701000,C1043,45,dyn_high,,,,,,,,,,,,,,,6021.129,6168.7256,6298.0684,6401.39,6473.538,6511.657,6515.379,6485.6924,6499.4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
