okved.id;okved.okved;okved.lvl1;okved.lvl2;okved.short_name;okved.description;okved.long_name
1098;88.1;88;1;;;Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам
1099;88.10;88;10;;Эта группировка включает:- предоставление услуг социального характера, таких как предоставление консультаций и услуг престарелым и инвалидам, присмотр за больными, на дому либо в иных местах, государственными службами или частными организациями, физическими лицами, организациями, оказывающими помощь при стихийных бедствиях, а также национальными и местными организациями взаимопомощи и специалистами, предоставляющими консультационные услуги, включая: посещение престарелых и инвалидов, деятельность по уходу за престарелыми и пожилыми инвалидами, услуги по профессиональной реабилитации для нетрудоспособных лиц при условии, что объем образовательных услуг ограниченЭта группировка не включает:- деятельность по финансированию и управлению программами обязательного социального страхования, см. 84.3NULL/- деятельность, подобную описанной в группировке см. 88.1NULL, но с обеспечением проживания, см. 87.3NULL/- деятельность по дневному уходу за детьми с отклонениями в развитии, см. 88.91;Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам
1100;88.9;88;9;;Эта группировка также включает:- дневной уход за детьми (детские ясли, сады), в том числе дневной уход за детьми с отклонениями в развитии;Предоставление прочих социальных услуг без обеспечения проживания
1101;88.91;88;91;;;Предоставление услуг по дневному уходу за детьми
1102;88.99;88;99;;Эта группировка включает:- предоставление услуг социального характера, консультаций, материальной помощиЭти услуги могут предоставляться государственными службами или частными организациями, оказывающими помощь при стихийных бедствиях, а также национальными и местными организациями взаимопомощи, специалистами по: предоставлению социальной помощи детям и подросткам и руководства их воспитанием/ усыновлению (удочерению), деятельность по предотвращению жестокого обращения с детьми и другими лицами/ консультированию по домашнему бюджету, по вопросам брака и семьи, кредитам и займам/ предоставлению социальных услуг на муниципальном уровне/ оказанию помощи жертвам стихийных бедствий, беженцам, мигрантам и т. п., в том числе предоставление им места для временного проживания или жилья на длительный срок/ профессиональной реабилитации для безработных при условии, что объем образовательных услуг ограничен/ определению права на получение социальной помощи, доплаты за аренду жилья (жилищных субсидий) или продовольственных талонов/ подготовке к определенному виду деятельности лиц с физическими или умственными недостатками, с ограниченным обучением/ сбору средств или иной благотворительной деятельности по оказанию помощи, связанной с предоставлением социальных услугЭта группировка не включает:- финансирование и управление обязательными программами социального обеспечения, см. 84.3NULL/- предоставление услуг социального характера, подобных описанным в этой группировке, с обеспечением проживания, см. 87.9NULL;Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки
1103;90.0;90;0;;Эта группировка включает:- творческую деятельность и деятельность в сфере исполнительных видов искусства, а также смежные виды деятельности;Деятельность творческая, деятельность в области искусства и организации развлечений
1104;90.1;90;01;;Эта группировка включает:- организацию и постановку театральных, оперных и балетных представлений, концертов и прочих сценических выступлений/- деятельность ансамблей, цирков и театральных трупп, оркестров и музыкальных групп/- деятельность актеров, танцоров, музыкантов, лекторов или ораторов, выступающих индивидуальноЭта группировка не включает:- деятельность частных театральных или художественных агентов или агентств по оказанию коммерческих услуг, см. 74.9NULL/- деятельность агентств по организации набора персонала, см. 78.1NULL;Деятельность в области исполнительских искусств
1105;90.2;90;02;;Эта группировка включает:- вспомогательную деятельность, связанную с исполнительскими видами искусства при постановке оперных и балетных представлений, концертов и прочих сценических выступлений/- деятельность режиссеров, продюсеров, художников и монтажеров декораций, рабочих сцены, осветителей и т. д./- деятельность продюсеров или антрепренеров по организации мероприятий на собственных театральных площадках или без нихЭта группировка не включает:- деятельность частных театральных или художественных агентов или агентств по оказанию коммерческих услуг, см. 74.9NULL/- деятельность агентств по организации набора персонала, см. 78.1NULL;Деятельность вспомогательная, связанная с исполнительскими искусствами
1106;90.3;90;03;;Эта группировка включает:- деятельность скульпторов, художников, художников-мультипликаторов, граверов, офортистов и т. д., работающих индивидуально/- деятельность писателей, работающих на индивидуальной основе в области беллетристики, технической литературы и всех остальных жанров, работающих индивидуально/- деятельность независимых журналистов/- деятельность по реставрации произведений искусства (картин, скульптур и т. п.)Эта группировка также включает:- реставрацию, консервацию и воссоздание монументальной живописи на объектах культурного наследияЭта группировка не включает:- изготовление статуй, за исключением художественных оригиналов, см. 23.7NULL/- реставрацию органов и других музыкальных инструментов, имеющих историческую ценность, см. 33.19/- производство кино- и видеофильмов, см. 59.11, 59.12/- реставрацию мебели (кроме реставрации музейных экспонатов), см. 95.24/- реставрацию, консервацию и воссоздание скульптуры (памятников историческим деятелям и деятелям культуры, садово-парковой скульптуры), относящейся к объектам культурного наследия, см. 42.99/- реставрацию, консервацию и воссоздание скульптуры (барельефов, горельефов и прочих видов рельефной скульптуры, являющихся элементами декора зданий и сооружений), относящейся к объектам культурного наследия, см. 43.99;Деятельность в области художественного творчества
1107;90.4;90;04;;Эта группировка включает:- деятельность концертных и театральных залов и других учреждений культурыЭта группировка не включает:- деятельность кинотеатров, см. 59.14/- деятельность агентств по продаже билетов, см. 79.9NULL/- деятельность музеев всех видов, см. 91.NULL2;Деятельность учреждений культуры и искусства
1108;91.0;91;0;;;Деятельность библиотек, архивов, музеев и прочих объектов культуры
1109;91.1;91;01;;Эта группировка включает:- деятельность по работе с документами и подбору информации библиотек всех видов, в том числе читальных залов, залов для прослушивания, просмотровых залов, лекториев, планетариев, предоставляющих услуги широкой публике, а также деятельность государственных архивов: подбор специализированных или неспециализированных документов, составление каталогов, выдачу и хранение книг, карт, периодических изданий, фильмов, записей на технических носителях информации, произведений искусств и т. п., поиск требуемой информации и т. п./- деятельность библиотек и предоставление услуг по хранению фотографий и кинофильмов;Деятельность библиотек и архивов
1110;91.2;91;02;;Эта группировка включает:- деятельность музеев всех видов: художественных музеев, музеев драгоценностей, мебели, костюмов, керамики, серебра, музеев естественной истории, научных и технологических музеев, исторических музеев, включая военные музеи, прочих специализированных музеев, музеев на открытом воздухеЭта группировка не включает:- деятельность коммерческих картинных галерей, см. 47.78/- реставрацию произведений искусства и музейных экспонатов, см. 9NULL.NULL3/- деятельность библиотек и архивов, см. 91.NULL1;Деятельность музеев
1111;91.3;91;03;;Эта группировка включает:- функционирование и охрану исторических мест и зданий, памятников культурыЭта группировка не включает:- реконструкцию и реставрацию исторических мест и зданий, см. раздел F;Деятельность по охране исторических мест и зданий, памятников культуры
1112;91.4;91;04;;Эта группировка включает:- деятельность ботанических и зоологических садов, включая детские зоопарки/- деятельность государственных природных заповедников, национальных парков и иных особо охраняемых природных территорий, включая деятельность по сохранению дикой природыЭта группировка не включает:- ландшафтную и садовую деятельность, см. 81.3NULL/- деятельность охотничьих и рыболовных заповедников, см. 93.19;Деятельность ботанических садов, зоопарков, государственных природных заповедников и национальных парков
1113;92.1;92;1;;;Деятельность по организации и проведению азартных игр и заключения пари
1114;92.11;92;11;;Эта группировка включает:- деятельность игорных заведений, в которых осуществляется деятельность по организации и проведению азартных игр с использованием игровых столов или игровых столов и игровых автоматов;Деятельность казино
1115;92.12;92;12;;Эта группировка включает:- деятельность игорных заведений, в которых осуществляется деятельность по организации и проведению азартных игр с использованием игровых автоматов;Деятельность залов игровых автоматов
1116;92.13;92;13;;Эта группировка включает:- деятельность игорных заведений, пунктов приема ставок букмекерской конторы, в которых организатор азартных игр заключает пари с участниками азартных игр в букмекерской конторе/- деятельность игорных заведений, пунктов приема ставок тотализатора, в которых организатор азартных игр организует заключение пари между участниками азартных игр в тотализаторе;Деятельность по организации заключения пари
1117;92.2;92;2;;;Деятельность по организации и проведению лотерей
1118;92.21;92;21;;;Деятельность организаторов лотерей
1119;92.22;92;22;;;Деятельность операторов лотерей
1120;92.23;92;23;;Эта группировка включает:- деятельность по распространению лотерейных билетов среди участников лотереи, прием лотерейных ставок, выплату, передачу или предоставление выигрышей;Деятельность распространителей лотерейных билетов
1121;93.1;93;1;Спорт;Эта группировка включает:- деятельность спортивных организаций/- деятельность спортивных команд или клубов, участвующих, главным образом, в спортивных мероприятиях с продажей билетов зрителям/ деятельность самостоятельных спортсменов, участвующих в спортивных мероприятиях или гонках/бегах/скачках с продажей билетов зрителям/- деятельность владельцев гоночных автомобилей, беговых собак, беговых/скаковых лошадей, при этом владельцы, главным образом, выставляют их для участия в соревнованиях/ гонках/бегах/скачках или для участия в прочих спортивных событиях со зрителями/- деятельность тренеров в различных видах спорта для поддержки участников спортивных соревнований и мероприятий/- деятельность владельцев арен и стадионов/- прочие виды деятельности по организации, рекламе или управлению спортивными мероприятиями, не включенные в другие группировки;Деятельность в области спорта
1122;93.11;93;11;;Эта группировка включает:- деятельность объектов по проведению спортивных мероприятий для профессионалов или любителей на открытом воздухе или в помещении (открытых, закрытых, под крышей, оборудованных или не оборудованных трибунами для зрителей): футбольных стадионов, хоккейных коробок, площадок для крикета, стадионов для регби/- деятельность конюшен скаковых и беговых лошадей, псарен и гаражей для спортивных гоночных автомобилей/ плавательных бассейнов и стадионов/ стадионов для занятий легкой атлетикой/- деятельность площадок и стадионов для занятий зимними видами спорта, включая арены для хоккея с шайбой/ боксерских залов/ полей для гольфа/ кегельбанов/- организацию и проведение спортивных мероприятий на открытом воздухе или в закрытом помещении для профессионалов или любителейМероприятия проводятся организациями, имеющими свои спортивные объектыЭта группировка также включает:- подбор персонала и управление персоналом, обслуживающим эти объекты;Деятельность спортивных объектов
1123;93.12;93;12;;Эта группировка включает:- организацию и проведение спортивных мероприятий на открытом воздухе или в закрытом помещении для профессионалов или любителейМероприятия проводятся организациями, имеющими или не имеющими свои спортивные объектыЭта группировка включает:- деятельность спортивных клубов: футбольных клубов, кегельбанов, плавательных клубов, гольф-клубов, боксерских клубов, клубов любителей зимних видов спорта, шахматных и шашечных клубов, легкоатлетических клубов, стрелковых клубов и т. д.Эта группировка не включает:- индивидуальные занятия с тренерами и преподавателями, см. 85.51/- деятельность спортивных объектов, см. 93.11/- организацию и проведение спортивных мероприятий на открытом воздухе и в помещении для профессионалов или любителей спортивными клубами, см. 93.11;Деятельность спортивных клубов
1124;93.13;93;13;;Эта группировка включает:- деятельность клубов по фитнесу и бодибилдингуЭта группировка не включает:- индивидуальные занятия с тренерами и преподавателями, см. 85.51;Деятельность фитнес-центров
1125;93.19;93;19;;Эта группировка включает:- деятельность организаторов спортивных мероприятий, имеющих или не имеющих свои спортивные объекты/- деятельность самостоятельных спортсменов и атлетов, судей, рефери, хронометражистов и т. д./- деятельность спортивных лиг/- деятельность, связанную с рекламой спортивных событий/- деятельность конюшен скаковых и беговых лошадей, псарен и гаражей для спортивных гоночных автомобилей/- деятельность охотничьих и рыболовных заповедников/- деятельность проводников в горах/- деятельность, связанную со спортивно-любительским рыболовством и охотойЭта группировка не включает:- прокат спортивного инвентаря, см. 77.21/- деятельность спортивных школ и школ спортивных игр, см. 85.51/- деятельность спортивных инструкторов, преподавателей, тренеров, см. 85.51/- организацию и проведение спортивных мероприятий на открытом воздухе и в помещении для профессионалов или любителей спортивными клубами с собственными сооружениями или без, см. 93.11/- деятельность парков и пляжей, см. 93.29;Деятельность в области спорта прочая
1126;93.2;93;2;Развлечения;Эта группировка включает:- широкий перечень организаций, которые эксплуатируют сооружения или предоставляют услуги по организации досуга и развлечений своим клиентам, в зависимости от их пожеланийЭта группировка включает:- деятельность различных аттракционов, включая механические и водные, игры, шоу, тематические выставки и площадки для пикниковЭта группировка не включает:- деятельность по организации спортивных мероприятий/- деятельность в области театрального искусства, музыки и прочих видов искусства и организации развлечений;Деятельность в области отдыха и развлечений
1127;93.21;93;21;;Эта группировка включает:- деятельность развлекательных и тематических парковОна включает виды деятельности по организации отдыха и развлечений, такие как деятельность парков аттракционов, таких как механизированные горки, водные горки, игры, шоу, деятельность, связанную с организацией ярмарок и пикниковых площадок;Деятельность парков культуры и отдыха и тематических парков
1128;93.29;93;29;;Эта группировка включает:- деятельность в области отдыха и развлечений (кроме развлекательных парков и парков с аттракционами), не включенную в другие группировки:- эксплуатацию видеоигр, действующих при опускании монет (жетонов)/- деятельность парков отдыха и развлечений (без пансиона)/- деятельность по предоставлению транспортных средств для целей развлечения, например лодок/- деятельность горнолыжных комплексов/- деятельность по прокату оборудования для досуга и отдыха как неотъемлемой части развлекательного сооружения/- деятельность по зрелищно-развлекательным ярмаркам и шоу/- деятельность по представлению кукольных театров, родео/- деятельность тиров/- организацию и проведение фейерверков и т. п./- деятельность пляжей, включая прокат оборудования (раздевалок на пляже, запирающихся шкафчиков, шезлонгов и т. п.)/- деятельность танцплощадокЭта группировка также включает:- деятельность организаторов мероприятий, не связанных со спортом или искусством, с собственными помещениями или без них;Деятельность зрелищно-развлекательная прочая
1129;94.1;94;1;;Эта группировка включает:- деятельность организаций, представляющих интересы членов коммерческих организаций и организаций предпринимателейВ случае профессиональных членских организаций данная группировка также включает:- деятельность по продвижению профессиональных интересов работников данной профессии;Деятельность коммерческих, предпринимательских и профессиональных организаций
1130;94.11;94;11;;Эта группировка включает:- деятельность организаций, интересы членов которых сосредоточены на обеспечении развития и процветания предприятий конкретной сферы деятельности, например торговли, сельского хозяйства и др., или на экономическом развитии и экономической обстановке конкретного географического района или административной единицы независимо от направления коммерческой деятельности/- деятельность объединений таких организаций, как торговые палаты, союзы, гильдии и аналогичные организации/- деятельность по распространению информации, представительство в государственных учреждениях, связи с общественностью и переговоры с профсоюзамиЭта группировка не включает:- деятельность профессиональных союзов, см. 94.2NULL;Деятельность коммерческих и предпринимательских членских организаций
1131;94.12;94;12;;Эта группировка включает:- деятельность организаций, интересы членов которых сосредоточены на конкретной отрасли знаний или отрасли профессиональной практической деятельности или технической области, например ассоциации медиков, юристов, бухгалтеров, технических работников, архитекторов и т. д./- деятельность ассоциаций специалистов, занятых в научной, образовательной или культурной сфере, например ассоциации писателей, живописцев, исполнителей различных видов искусств, журналистов и т. д./- деятельность по распространению информации, установлению критериев оценки практической деятельности и контролю за их соблюдением, представительство в государственных учреждениях и связи с общественностьюЭта группировка также включает:- деятельность научных обществ;Деятельность профессиональных членских организаций
1132;94.2;94;2;;;Деятельность профессиональных союзов
1133;94.20;94;20;;Эта группировка включает:- деятельность по защите интересов служащих профсоюзов и объединений профсоюзовЭта группировка также включает:- деятельность ассоциаций, члены которых являются сотрудниками, заинтересованными в представлении своих интересов по вопросам зарплаты и условий труда на рабочем месте, а также в осуществлении согласованных действий через данную организацию/- действия профессиональных союзов предприятий, федераций, организованных по профессиональному, структурному, отраслевому или другому принципу;Деятельность профессиональных союзов
1134;94.9;94;9;;Эта группировка включает:- деятельность организаций (кроме организаций бизнесменов и предпринимателей, профессиональных организаций, профсоюзов), которые представляют интересы своих членов;Деятельность прочих общественных организаций
1135;94.91;94;91;;Эта группировка включает:- деятельность религиозных организаций в целях совместного исповедания и распространения веры, и не имеет объектов классификации для целей учета экономической деятельности;Деятельность религиозных организаций
1136;94.92;94;92;;Эта группировка включает:- деятельность политических организаций и взаимодействующих с ними организаций, например политических объединений молодежиЭти организации в основном участвуют в формировании мнений и условий для принятия решений органами общественного управления путем продвижения членов своих групп или сочувствующих в политический аппарат организаций, в вовлечение их в распространение информации, связи с общественностью, сбору средств и т. д.;Деятельность политических организаций
1137;94.99;94;99;;Эта группировка включает:- деятельность организаций, не связанных непосредственно с политическими партиями, оказывающих влияние на общественное мнение путем просвещений, политического влияния, сбора средств и т. д./- деятельность по формированию гражданских инициатив или движений протеста/- деятельность экологических и природоохранных движений/- деятельность организаций общественной поддержки и просвещения/- деятельность организаций по защите и улучшению положения социальных групп населения, например этнических групп и меньшинств/- деятельность патриотических ассоциаций, включая ассоциации ветеранов войны/- деятельность ассоциации потребителей/- деятельность ассоциации автомобилистов/- деятельность ассоциации общественных связей, включая клубы знакомств и т. д./- деятельность молодежных организаций, студенческих ассоциаций, молодежных клубов и товарищества по интересам и т. д./- деятельность организаций культурной и развлекательной направленности (кроме спортивных организаций), например клубы любителей поэзии, литературы и клубы книголюбов, исторические клубы, клубы озеленителей, клубы фотолюбителей и кинолюбителей, музыкальные и художественные клубы, клубы ремесленников и коллекционеров, карнавальные клубы и т. д.Эта группировка также включает:- раздачу подарков членскими организациями или другими организациями;Деятельность прочих общественных организаций, не включенных в другие группировки
1138;95.1;95;1;;Эта группировка включает:- ремонт и обслуживание компьютеров и периферийного компьютерного и коммуникационного оборудования;Ремонт компьютеров и коммуникационного оборудования
1139;95.11;95;11;;Эта группировка включает:- ремонт и обслуживание периферийного оборудования компьютеров, в том числе: настольных компьютеров, ноутбуков, магнитных дисководов, флеш-карт и других устройств памяти, оптических дисководов (записывающих компакт-дисков CD-RW, CD-ROM, ROM DVD, DVD-RW), принтеров, мониторов, клавиатуры, мышек, джойстиков и шариковых указателей, внутренних и внешних компьютерных модемов, выделенных компьютерных терминалов, компьютерных серверов, сканеров, включая сканеры штрихового кода, читающих устройств смарт-карт, шлемов для виртуальных игр, компьютерных проекторовЭта группировка также включает:- ремонт и обслуживание: компьютерных терминалов, например банкоматов и торговых автоматов, пунктов продажи (торговых точек) немеханических терминалов, карманных компьютеров (КПК);Ремонт компьютеров и периферийного компьютерного оборудования
1140;95.12;95;12;;Эта группировка включает:- ремонт и обслуживание коммуникационного оборудования, такого как: радиотелефоны, сотовые телефоны, модемы высокочастотного оборудования, факсимильные аппараты, оборудование для отображения и передачи коммуникаций (например, маршрутизаторы, мнемосхемы и системы электрических коммуникаций, модемы), аппараты двухсторонней радиосвязи, профессиональные телевизионные и видеокамеры;Ремонт коммуникационного оборудования
1141;95.2;95;2;;Эта группировка включает:- ремонт и обслуживание бытовых изделий и предметов личного пользования;Ремонт предметов личного потребления и хозяйственно-бытового назначения
1142;95.21;95;21;;Эта группировка включает:- ремонт и обслуживание бытовой электроники: телевизоров и радиоприемников, видеомагнитофонов, проигрывателей компакт-дисков, любительских видеокамер, многофункциональных бытовых радиоэлектронных аппаратов, и другой аналогичной техники, устройств спутникового телевидения/- установку, подключение и сопряжение бытовой электроники;Ремонт электронной бытовой техники
1143;95.22;95;22;;Эта группировка включает:- ремонт, обслуживание, установку и наладку бытовой техники, включая холодильники, печи и духовки, стиральные машины, сушилки для одежды, комнатные кондиционеры/ швейные, вязальные, гладильные, посудомоечные, кухонные машины и комбайны, насосы, воздухоочистители, вентиляторы и других аналогичных изделий/- ремонт бытовых электронагревательных приборов, водогрейных установок, кухонных приборов, фотооборудования и фотоаппаратов, прочих мелких бытовых приборов (гигиены рта, массажа, бритв, фенов, биноклей, слуховых аппаратов, кинопроекторов, машинок для стрижки волос и других аналогичных изделий)/- ремонт и обслуживание домашнего и садового оборудования, включая газонокосилки, шлифовальные машины, снегоуборочные машины, машинки для обрезки ботвы и т.д.Эта группировка не включает:- ремонт ручных электроприборов, см. 33.12/- ремонт центральных систем кондиционирования воздуха, см. 43.22;Ремонт бытовых приборов, домашнего и садового инвентаря
1144;95.23;95;23;;Эта группировка включает:- ремонт обуви и кожаных изделий: ботинок, туфель, чемоданов и прочих подобных изделий/- набойку каблуков/- окраску обуви;Ремонт обуви и прочих изделий из кожи
1145;95.24;95;24;;Эта группировка включает:- перетяжку, повторную полировку, ремонт и восстановление мебели, мебельной фурнитуры и деталей мебели включая офисную мебель/- ремонт и реставрацию антикварной мебели/- ремонт и восстановление предметов домашнего обихода, включая ремонт и реставрацию зеркал и стекол для мебели, багетных рам, карнизов и т.п/- сборку мебели;Ремонт мебели и предметов домашнего обихода
